freq,top_monitor,bottom_monitor
216087826546003.0,47.10358428955078,994.2783813476562
216289846748023.2,47.20780563354492,996.1043090820312
216491866950043.4,47.31055450439453,997.8058471679688
216693887152063.6,47.41175079345703,999.3814086914062
216895907354083.8,47.5114860534668,1000.8316040039062
217097927556104.0,47.60966491699219,1002.1548461914062
217299947758124.22,47.7062873840332,1003.3519897460938
217501967960144.4,47.80143737792969,1004.4247436523438
217703988162164.62,47.89500045776367,1005.3703002929688
217906008364184.8,47.98701477050781,1006.1904296875
218108028566205.03,48.07749557495117,1006.8865966796875
218310048768225.22,48.16637420654297,1007.457275390625
218512068970245.44,48.25368118286133,1007.9039916992188
218714089172265.62,48.339439392089844,1008.2274780273438
218916109374285.8,48.42354965209961,1008.4287109375
219118129576306.03,48.506072998046875,1008.5071411132812
219320149778326.22,48.58700942993164,1008.46484375
219522169980346.44,48.666290283203125,1008.3023681640625
219724190182366.62,48.74393081665039,1008.0203857421875
219926210384386.84,48.81998062133789,1007.62109375
220128230586407.03,48.894351959228516,1007.1046752929688
220330250788427.25,48.967079162597656,1006.4725341796875
220532270990447.44,49.03818893432617,1005.7266235351562
220734291192467.66,49.107574462890625,1004.867431640625
220936311394487.84,49.17534637451172,1003.8970947265625
221138331596508.06,49.2414665222168,1002.8174438476562
221340351798528.25,49.305885314941406,1001.6288452148438
221542372000548.47,49.368656158447266,1000.3338623046875
221744392202568.66,49.42980194091797,998.9349365234375
221946412404588.84,49.48923873901367,997.4323120117188
222148432606609.06,49.54707717895508,995.8280639648438
222350452808629.25,49.603302001953125,994.125244140625
222552473010649.47,49.657867431640625,992.3243408203125
222754493212669.66,49.71080780029297,990.4280395507812
222956513414689.88,49.7621955871582,988.4385375976562
223158533616710.06,49.81198501586914,986.357421875
223360553818730.28,49.860206604003906,984.1873168945312
223562574020750.47,49.906917572021484,981.929443359375
223764594222770.7,49.95210647583008,979.5867309570312
223966614424790.88,49.995792388916016,977.1610717773438
224168634626811.1,50.038055419921875,974.6546630859375
224370654828831.28,50.07887649536133,972.069580078125
224572675030851.5,50.11833190917969,969.4083862304688
224774695232871.7,50.156410217285156,966.6731567382812
224976715434891.88,50.19318389892578,963.8662109375
225178735636912.1,50.228675842285156,960.9894409179688
225380755838932.28,50.2629280090332,958.0455932617188
225582776040952.5,50.29600143432617,955.0369262695312
225784796242972.7,50.32794189453125,951.9653930664062
225986816444992.9,50.35877227783203,948.833740234375
226188836647013.1,50.388572692871094,945.6439208984375
226390856849033.3,50.417381286621094,942.3982543945312
226592877051053.5,50.445247650146484,939.09912109375
226794897253073.72,50.47221755981445,935.748779296875
226996917455093.9,50.498390197753906,932.349365234375
227198937657114.12,50.52374267578125,928.9033203125
227400957859134.3,50.548404693603516,925.4127197265625
227602978061154.5,50.57239532470703,921.87939453125
227804998263174.72,50.595794677734375,918.3068237304688
228007018465194.9,50.618629455566406,914.6956176757812
228209038667215.12,50.640995025634766,911.048583984375
228411058869235.3,50.66292190551758,907.3682250976562
228613079071255.53,50.68446350097656,903.6561279296875
228815099273275.72,50.705718994140625,899.9141235351562
229017119475295.94,50.7266960144043,896.1452026367188
229219139677316.12,50.74747085571289,892.3505859375
229421159879336.34,50.768104553222656,888.531982421875
229623180081356.53,50.788639068603516,884.6921997070312
229825200283376.75,50.80913543701172,880.8331298828125
230027220485396.94,50.829612731933594,876.9553833007812
230229240687417.16,50.850154876708984,873.062255859375
230431260889437.34,50.870811462402344,869.1550903320312
230633281091457.56,50.89159393310547,865.2348022460938
230835301293477.75,50.91255187988281,861.3041381835938
231037321495497.94,50.933780670166016,857.3648071289062
231239341697518.16,50.95520782470703,853.417236328125
231441361899538.34,50.97697067260742,849.4645385742188
231643382101558.56,50.999027252197266,845.5068359375
231845402303578.75,51.02149200439453,841.5470581054688
232047422505598.97,51.0443115234375,837.5863037109375
232249442707619.16,51.067535400390625,833.6243896484375
232451462909639.38,51.09120178222656,829.6650390625
232653483111659.56,51.11531066894531,825.7086791992188
232855503313679.78,51.139862060546875,821.7559204101562
233057523515699.97,51.164886474609375,817.8092041015625
233259543717720.2,51.190406799316406,813.868896484375
233461563919740.38,51.216373443603516,809.9361572265625
233663584121760.56,51.242881774902344,806.0130004882812
233865604323780.78,51.269859313964844,802.0999145507812
234067624525800.97,51.29732131958008,798.1968383789062
234269644727821.2,51.32524871826172,794.3074951171875
234471664929841.38,51.35365676879883,790.4313354492188
234673685131861.6,51.38251876831055,786.5684204101562
234875705333881.78,51.41184616088867,782.7208251953125
235077725535902.0,51.44160079956055,778.8899536132812
235279745737922.2,51.47176742553711,775.074462890625
235481765939942.4,51.50234603881836,771.2778930664062
235683786141962.6,51.533287048339844,767.4987182617188
235885806343982.8,51.564579010009766,763.73876953125
236087826546003.0,51.59623336791992,759.9992065429688
